"Product_Collection","Vertical_Segment","Age","Lithography","Recommended_Customer_Price","nb_of_Threads","Cache","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Intel_Hyper_Threading_Technology_","Processor_Base_Frequency"
"7th Generation","Mobile",316,14,393,4,4,4.5,16,29.8,"Yes",1.3
"8th Generation","Mobile",317,14,297,8,6,15,32,34.1,"Yes",1.6
"8th Generation","Mobile",317,14,409,8,8,15,32,34.1,"Yes",1.8
"IntelA Processors","Desktop",112,32,305,8,10,130,64.23,51.2,"Yes",3.6
"7th Generation","Mobile",117,14,281,4,4,4.5,16,29.8,"Yes",1.2
"IntelA Processors","Mobile",115,14,107,2,2,15,16,25.6,"No",1.5
"IntelA Processors","Mobile",313,22,72,2,1,4.3,4,6.4,"No",1.46
"IntelA Processors","Desktop",313,22,161,2,12,10,8,21.3,"No",2.41
"IntelA Processors","Desktop",113,22,42,2,2,55,32,21,"No",2.6
"Legacy IntelA Processors","Mobile",106,90,250,8,12,88,8,6.4,"Yes",2.8
"IntelA Processors","Mobile",312,22,134,2,2,35,32,25.6,"No",2.4
"Legacy IntelA Processors","Mobile",204,90,107,1,22,5.5,16.6,21,"No",1.3
"IntelA Processors","Mobile",115,14,161,4,2,15,16,25.6,"Yes",1.9
"IntelA Processors","Mobile",315,14,161,4,2,15,32,34.1,"Yes",2.1
"IntelA Processors","Mobile",116,14,161,4,22,6,8,25.6,"No",1.6
"IntelA Processors","Embedded",415,14,7.75,1,8,23,256,34.1,"Yes",0.032
"IntelA Processors","Desktop",313,22,94,4,22,10,8,21.3,"No",2.41
"IntelA Processors","Desktop",413,22,94,4,22,10,8,21.3,"No",2.41
"IntelA Processors","Desktop",116,14,86,4,22,6.5,8,21.3,"No",1.6
"IntelA Processors","Desktop",217,14,161,4,2,10,8,25.6,"No",1.5
"IntelA Processors","Mobile",115,14,161,4,22,6,8,17.1,"No",1.6
"IntelA Processors","Mobile",313,22,161,4,2,7.5,8,17.1,"No",2
"IntelA Processors","Mobile",413,22,161,4,2,7.5,8,17.1,"No",2.17
"IntelA Processors","Mobile",114,22,161,4,2,7.5,8,17.1,"No",2.16
"IntelA Processors","Mobile",314,22,161,4,22,7.5,8,21.32,"No",2.16
"IntelA Processors","Mobile",316,14,161,4,22,6,8,25.6,"No",1.1
"IntelA Processors","Mobile",315,14,161,4,2,6,16,29.8,"Yes",1.5
"IntelA Processors","Mobile",217,14,161,4,2,6,16,29.8,"Yes",1.6
"IntelA Processors","Mobile",117,14,161,4,2,6,16,29.8,"Yes",1.5
"IntelA Processors","Mobile",117,14,161,4,2,15,32,34.1,"Yes",2.3
"IntelA Processors","Mobile",115,14,161,2,2,15,16,25.6,"No",1.9
"IntelA Processors","Mobile",413,22,161,2,2,11.5,16,25.6,"No",1.2
"IntelA Processors","Mobile",214,22,134,2,2,37,32,25.6,"No",2.4
"IntelA Processors","Mobile",313,22,42,2,2,11.5,16,25.6,"No",1.2
"IntelA Processors","Mobile",413,22,161,2,2,15,16,25.6,"No",1.7
"IntelA Processors","Mobile",313,22,42,2,2,15,16,25.6,"No",1.7
"IntelA Processors","Mobile",413,22,134,2,2,37,32,25.6,"No",2.3
"IntelA Processors","Mobile",312,22,134,2,2,17,32,25.6,"No",1.8
"IntelA Processors","Mobile",113,22,134,2,2,35,32,25.6,"No",2.5
"IntelA Processors","Mobile",313,22,134,2,2,17,32,25.6,"No",1.9
"IntelA Processors","Mobile",113,22,75,2,2,10,32,25.6,"No",1.1
"Legacy IntelA Processors","Mobile",204,90,85,1,22,5.5,8,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",204,90,72,1,22,5,16,21.3,"No",1.1
"Legacy IntelA Processors","Mobile",316,90,225,4,22,5,4,12.8,"No",1
"Legacy IntelA Processors","Mobile",209,130,856,4,12,7,16,21,"No",1.1
"Legacy IntelA Processors","Mobile",208,90,134,4,22,7.5,8,12.8,"No",1.6
"Legacy IntelA Processors","Mobile",204,90,134,4,22,7.5,16,21,"No",1.4
"Legacy IntelA Processors","Mobile",313,90,304,4,22,7.5,16,21.3,"No",1.5
"Legacy IntelA Processors","Desktop",305,90,594,4,12,115,16,21,"Yes",3.8
"Legacy IntelA Processors","Mobile",313,65,10.16,1,5122,5.9,8,12.8,"No",0.8
"Legacy IntelA Processors","Mobile",405,130,3587,4,12,12,128,59,"No",1.3
"Legacy IntelA Processors","Desktop",404,90,594,4,12,115,16,21,"Yes",3.8
"Legacy IntelA Processors","Mobile",106,130,1177,4,5122,24.6,16.38,21.3,"No",0.75
"Legacy IntelA Processors","Mobile",107,90,225,4,22,27,8,17.1,"No",2.26
"Legacy IntelA Processors","Desktop",305,90,594,2,12,115,8,17.1,"Yes",3.6
"Legacy IntelA Processors","Mobile",210,45,491,4,5122,7,2,10.6,"Yes",0.7
"Legacy IntelA Processors","Server",401,130,1100,4,5122,10.63,2,12.8,"Yes",0.8
"Legacy IntelA Processors","Mobile",199,90,86,1,22,27,8,10.6,"No",2.13
"Legacy IntelA Processors","Desktop",404,90,594,4,12,115,16,21,"Yes",3.6
"Legacy IntelA Processors","Mobile",209,180,1980,4,2562,10.1,16,21,"No",0.4
"Legacy IntelA Processors","Server",401,130,1980,4,5122,11.61,64,68,"Yes",0.933
"Legacy IntelA Processors","Mobile",214,90,304,4,22,7.5,2.93,10.6,"No",2.1
"Legacy IntelA Processors","Desktop",407,90,594,4,12,115,8.3,17.1,"Yes",3.6
"Legacy IntelA Processors","Mobile",204,90,393,4,22,27,144,34.1,"No",2
"Legacy IntelA Processors","Server",100,130,1980,4,5122,28.7,8,17.1,"Yes",1.13
"Legacy IntelA Processors","Desktop",106,90,68,1,2,73,8,21,"No",4
"Legacy IntelA Processors","Desktop",205,90,74,2,12,84,8,17.1,"Yes",3.4
"Legacy IntelA Processors","Desktop",108,130,1980,4,5122,68.4,144,25.6,"Yes",2.8
"Legacy IntelA Processors","Mobile",204,90,250,4,22,7.5,2,10.6,"No",2
"Legacy IntelA Processors","Server",401,130,307,4,5122,30.4,64,59.7,"Yes",1.26
"Legacy IntelA Processors","Desktop",404,90,163,4,12,84,8,17.1,"Yes",3.4
"Legacy IntelA Processors","Desktop",102,130,1850,4,5122,62.6,16,21,"No",2.6
"Legacy IntelA Processors","Desktop",404,90,178,8,12,84,16,21,"Yes",3.4
"Legacy IntelA Processors","Mobile",106,90,37,1,22,27,8,17.1,"No",1.86
"Legacy IntelA Processors","Desktop",102,130,1980,4,2562,23.2,384,85,"No",0.9
"Legacy IntelA Processors","Server",108,130,1100,4,5122,32.2,144,25.6,"Yes",1.4
"Legacy IntelA Processors","Desktop",305,90,64,2,1,65,16.38,21.3,"No",3.8
"Legacy IntelA Processors","Desktop",102,130,1100,4,5122,61,144,25.6,"No",2.5
"Legacy IntelA Processors","Server",413,130,3692,4,5122,12.1,2,12.8,"Yes",1
"Legacy IntelA Processors","Mobile",204,90,187,4,22,21,8,12.8,"No",1.8
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,22.5,384,85,"No",0.85
"Legacy IntelA Processors","Desktop",204,90,594,4,12,115,8,17.1,"Yes",3.4
"Legacy IntelA Processors","Desktop",106,65,177,4,4,95,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Desktop",102,130,1980,4,5122,59.8,8,10.6,"No",2.4
"Legacy IntelA Processors","Desktop",111,180,3692,4,2562,27.3,144,25.6,"No",0.933
"Legacy IntelA Processors","Mobile",204,90,225,2,22,7.5,2,6.4,"No",1.8
"Legacy IntelA Processors","Desktop",106,180,3692,4,2562,20.8,16.38,21.3,"No",0.8
"Legacy IntelA Processors","Desktop",104,90,1663,4,12,103,16.38,21,"Yes",3.4
"Legacy IntelA Processors","Desktop",304,90,369,4,12,84,8,17.1,"Yes",3.2
"Legacy IntelA Processors","Desktop",102,130,1850,4,5122,57.1,144,25.6,"No",2.2
"IntelA Processors","Mobile",313,22,75,2,1,35,32,25.6,"No",2.1
"IntelA Processors","Mobile",116,22,86,4,22,10,8,21.3,"No",2.41
"IntelA Processors","Server",212,32,42,2,5,40,375,25,"No",1.2
"IntelA Processors","Embedded",114,22,156,2,6,40,384,38.4,"Yes",1.4
"Legacy IntelA Processors","Mobile",404,130,856,4,5122,20.8,64,85,"No",1.4
"Legacy IntelA Processors","Desktop",211,32,64,2,3,65,32,17,"No",2.6
"Legacy IntelA Processors","Mobile",207,90,105,1,22,27,16.38,21,"No",1.73
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,26.1,8,17.1,"No",0.866
"Legacy IntelA Processors","Desktop",107,180,307,4,2562,19.5,8,12.8,"No",0.75
"Legacy IntelA Processors","Desktop",100,130,1850,4,5122,89,144,25.6,"Yes",3.4
"Legacy IntelA Processors","Desktop",405,90,42,2,12,84,8,17.1,"Yes",3.2
"Legacy IntelA Processors","Desktop",102,130,856,4,5122,54.3,16,21,"No",2
"Legacy IntelA Processors","Mobile",209,180,1177,4,2562,9.7,144,25.6,"No",0.6
"Legacy IntelA Processors","Mobile",109,130,1980,4,5122,25.8,144,25.6,"No",1.5
"Legacy IntelA Processors","Desktop",211,32,64,2,3,35,32,17,"No",2.2
"Legacy IntelA Processors","Mobile",309,130,3587,4,12,7,8.01,12.8,"No",0.9
"Legacy IntelA Processors","Desktop",203,180,856,4,2562,20.8,8,8.5,"No",0.8
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,18.3,144,25.6,"No",0.7
"Legacy IntelA Processors","Desktop",104,90,1663,4,12,103,375,51.2,"Yes",3.4
"Legacy IntelA Processors","Desktop",405,90,1059,4,22,115,64,68,"Yes",3.8
"Legacy IntelA Processors","Desktop",204,90,42,2,12,84,16.38,17,"Yes",3.2
"Legacy IntelA Processors","Desktop",205,180,307,4,2562,71.8,144,25.6,"No",2
"Legacy IntelA Processors","Mobile",107,130,3692,4,5122,26.9,8,85,"No",1.6
"Legacy IntelA Processors","Embedded",212,22,168,4,33,15,32,21.3,"Yes",1.5
"Legacy IntelA Processors","Desktop",211,32,75,2,3,65,32,21,"No",2.8
"Legacy IntelA Processors","Desktop",211,32,19,2,3,65,32,17,"No",2.6
"Legacy IntelA Processors","Mobile",313,130,1850,4,12,7,4,12.8,"No",1
"Legacy IntelA Processors","Mobile",306,90,134,4,22,7.5,2,12.8,"No",1.7
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,22.8,144,25.6,"No",0.733
"Legacy IntelA Processors","Desktop",405,180,1980,4,2562,17,64,85,"No",0.65
"Legacy IntelA Processors","Desktop",104,90,583,4,12,103,144,25.6,"Yes",3.2
"Legacy IntelA Processors","Desktop",205,90,1059,4,22,115,4.1,51.2,"Yes",3.8
"Legacy IntelA Processors","Desktop",204,90,93,2,12,84,16,25.6,"Yes",3
"Legacy IntelA Processors","Mobile",102,130,1177,4,5122,30,8,17.1,"No",1.7
"Legacy IntelA Processors","Embedded",413,32,201,4,43,15,16.38,21,"Yes",2
"Legacy IntelA Processors","Desktop",211,32,43,2,3,65,32,21,"No",2.9
"Legacy IntelA Processors","Desktop",311,32,64,2,3,65,32,17,"No",2.7
"Legacy IntelA Processors","Desktop",100,180,3692,4,2562,17.5,64,85,"No",0.667
"Legacy IntelA Processors","Desktop",100,250,3692,4,5122,34.5,16.38,21.3,"No",0.6
"Legacy IntelA Processors","Desktop",102,130,1850,4,5122,82,16,85,"Yes",3.2
"Legacy IntelA Processors","Desktop",404,90,75,2,12,84,16.38,25,"Yes",3
"Legacy IntelA Processors","Desktop",204,90,372,4,1,103,16.38,21.3,"Yes",2.8
"Legacy IntelA Processors","Desktop",109,180,856,4,2562,69.2,144,25.6,"No",1.9
"Legacy IntelA Processors","Mobile",110,180,3692,4,2562,30.7,144,25.6,"No",0.9
"Legacy IntelA Processors","Mobile",100,130,856,4,5122,20.1,128,85,"Yes",0.933
"Legacy IntelA Processors","Mobile",206,130,1850,4,5122,30,144,25.6,"No",1.8
"Legacy IntelA Processors","Desktop",311,32,75,2,3,65,32,21,"No",3
"Legacy IntelA Processors","Desktop",311,32,72,2,3,35,32,17,"No",2.3
"Legacy IntelA Processors","Desktop",310,45,93,2,2,65,8,17.1,"No",3.33
"Legacy IntelA Processors","Mobile",209,130,1980,4,12,12,16,21,"No",1.2
"Legacy IntelA Processors","Mobile",315,90,19,1,22,27,128,34.1,"No",1.6
"Legacy IntelA Processors","Desktop",108,250,1100,4,5122,34.5,144,25.6,"No",0.6
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,19.5,16.38,21.3,"Yes",0.6
"Legacy IntelA Processors","Desktop",206,65,316,4,42,130,24,25.6,"No",3.6
"Legacy IntelA Processors","Desktop",104,90,1223,4,12,103,16.38,51.2,"Yes",3.2
"Legacy IntelA Processors","Desktop",405,90,1059,4,22,115,64,85,"Yes",3.6
"Legacy IntelA Processors","Desktop",204,90,42,2,12,84,8,17.1,"Yes",3
"Legacy IntelA Processors","Desktop",404,90,75,2,12,84,8,17.1,"Yes",3.06
"Legacy IntelA Processors","Desktop",102,130,1100,4,5122,68.4,144,25.6,"No",2.8
"Legacy IntelA Processors","Desktop",109,130,1980,4,5122,68.1,144,25.6,"Yes",1.8
"Legacy IntelA Processors","Mobile",204,180,1980,4,2562,27.5,16.38,21.3,"No",0.85
"Legacy IntelA Processors","Mobile",204,130,3692,4,5122,19.5,8,12.8,"No",0.866
"Legacy IntelA Processors","Mobile",100,130,1850,4,5122,32,8,17.1,"No",1.9
"Legacy IntelA Processors","Desktop",212,32,107,2,3,35,32,21,"No",2.6
"Legacy IntelA Processors","Mobile",211,32,29,2,23,35,16,21.3,"No",2
"Legacy IntelA Processors","Desktop",311,32,98,2,3,65,32,17,"No",2.7
"Legacy IntelA Processors","Mobile",104,180,307,4,2562,13.1,16.38,21,"No",0.4
"Legacy IntelA Processors","Mobile",203,130,1980,4,12,12,8.01,12.8,"No",1.1
"Legacy IntelA Processors","Desktop",204,180,307,4,2562,15.8,2,12.8,"No",0.6
"Legacy IntelA Processors","Desktop",205,250,856,4,5122,30.8,144,85,"No",0.55
"Legacy IntelA Processors","Desktop",106,65,224,4,42,130,1.02,85,"No",3.4
"Legacy IntelA Processors","Desktop",204,90,20,2,12,89,8,17.1,"Yes",3
"Legacy IntelA Processors","Desktop",106,65,369,4,22,86,144,25.6,"Yes",3.6
"Legacy IntelA Processors","Desktop",206,90,70,2,12,84,8,17.1,"Yes",3.06
"Legacy IntelA Processors","Desktop",204,90,1177,4,12,84,8,17.1,"Yes",3.06
"Legacy IntelA Processors","Desktop",404,90,75,2,12,84,8,21,"Yes",2.8
"Legacy IntelA Processors","Desktop",204,180,1177,4,2562,66.7,8,85,"No",1.8
"Legacy IntelA Processors","Mobile",107,180,307,4,2562,25.9,16,21,"No",0.8
"Legacy IntelA Processors","Mobile",204,130,307,4,5122,32,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",211,32,75,2,23,35,16,21.3,"No",2.1
"Legacy IntelA Processors","Desktop",212,32,82,2,3,65,32,21,"No",3.1
"Legacy IntelA Processors","Desktop",212,32,64,2,3,65,32,17,"No",2.8
"Legacy IntelA Processors","Mobile",106,90,12.31,1,2562,13.1,8,10.6,"No",0.366
"Legacy IntelA Processors","Desktop",307,65,287,1,542.32629249889,35,128,68,"No",0.3
"Legacy IntelA Processors","Desktop",210,45,20,2,2,65,144,17,"No",3.2
"Legacy IntelA Processors","Desktop",410,45,72,2,2,65,16.38,17,"No",3.2
"Legacy IntelA Processors","Mobile",408,65,281,4,12,35,8,17.1,"No",1.86
"Legacy IntelA Processors","Mobile",107,130,307,4,12,22,8.79,17.1,"No",1.3
"Legacy IntelA Processors","Desktop",100,180,1980,4,2562,14.5,144,25.6,"No",0.55
"Legacy IntelA Processors","Desktop",306,65,163,4,42,95,64,85,"No",3.4
"Legacy IntelA Processors","Desktop",204,250,856,4,5122,29.7,16.38,21,"No",0.533
"Legacy IntelA Processors","Desktop",404,130,307,4,512,81.9,64,68,"Yes",3
"Legacy IntelA Processors","Desktop",305,90,178,8,12,84,8,21,"Yes",2.8
"Legacy IntelA Processors","Desktop",405,90,37,2,12,84,8,17.1,"Yes",2.93
"Legacy IntelA Processors","Desktop",111,130,307,4,5122,66.1,144,25.6,"No",2.66
"Legacy IntelA Processors","Desktop",105,90,1059,4,22,115,4.1,51.2,"Yes",3.6
"Legacy IntelA Processors","Desktop",208,130,1177,4,512,30.4,144,85,"No",1.7
"Legacy IntelA Processors","Mobile",213,180,856,4,2562,24.6,8,85,"No",0.75
"Legacy IntelA Processors","Mobile",313,130,3587,4,2562,7,4,85,"No",0.65
"Legacy IntelA Processors","Mobile",102,130,3692,4,5122,35,144,25.6,"No",2.2
"Legacy IntelA Processors","Desktop",212,32,75,2,3,35,32,17,"No",2.4
"Legacy IntelA Processors","Desktop",102,90,231,4,542.32629249889,66.2,8,17.1,"Yes",0.266
"Legacy IntelA Processors","Mobile",307,45,969,4,2562,11.8,64,68,"No",0.333
"Legacy IntelA Processors","Desktop",310,45,64,2,2,65,16.38,21.3,"No",3
"Legacy IntelA Processors","Mobile",409,45,281,4,12,35,8,17.1,"No",2.2
"Legacy IntelA Processors","Mobile",108,65,42,2,12,35,16.38,17,"No",1.73
"Legacy IntelA Processors","Desktop",108,65,1177,4,12,65,8,17.1,"No",2.4
"Legacy IntelA Processors","Mobile",204,90,37,1,22,7.5,4,6.4,"No",1.6
"Legacy IntelA Processors","Mobile",104,130,1850,4,12,22,8,38.4,"No",1.4
"Legacy IntelA Processors","Desktop",404,180,307,4,2562,14,64,68,"No",0.533
"Legacy IntelA Processors","Desktop",207,250,1177,4,5122,28,8,17.1,"No",0.5
"Legacy IntelA Processors","Desktop",106,65,183,4,42,130,24,25.6,"No",3.2
"Legacy IntelA Processors","Desktop",104,90,64,2,12,89,144,25.6,"Yes",3
"Legacy IntelA Processors","Desktop",206,65,81,2,22,86,144,21.3,"Yes",3.4
"Legacy IntelA Processors","Desktop",404,90,478,4,12,84,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Desktop",305,90,177,4,12,84,16.6,21.3,"Yes",2.93
"Legacy IntelA Processors","Desktop",106,90,75,2,12,89,8,21,"Yes",2.66
"Legacy IntelA Processors","Desktop",110,180,3692,4,2562,64,144,25.6,"No",1.7
"Legacy IntelA Processors","Mobile",306,180,1980,4,2562,23,8,10.6,"No",0.7
"Legacy IntelA Processors","Mobile",208,130,3587,4,5122,4.5,2,12.8,"No",1.33
"Legacy IntelA Processors","Mobile",204,130,1100,4,5122,76,384,68,"Yes",3.2
"Legacy IntelA Processors","Mobile",102,130,856,4,5122,35,16.38,21.3,"No",2.3
"Legacy IntelA Processors","Mobile",411,32,42,2,23,35,16,21.3,"No",2.2
"Legacy IntelA Processors","Mobile",208,65,42,2,5122,11.1,8,10.6,"No",0.3
"Legacy IntelA Processors","Mobile",211,32,107,2,23,17,8.01,21.3,"No",1.2
"Legacy IntelA Processors","Desktop",108,45,43,2,5122,17,1,10.6,"Yes",0.233
"Legacy IntelA Processors","Mobile",110,45,225,4,1,35,16,25.6,"Yes",2.3
"Legacy IntelA Processors","Desktop",110,45,75,2,2,65,8,17.1,"No",3.06
"Legacy IntelA Processors","Desktop",210,45,72,2,2,65,8,21,"No",2.8
"Legacy IntelA Processors","Mobile",407,65,75,2,12,35,16,17,"No",1.6
"Legacy IntelA Processors","Desktop",105,90,87,2,12,89,16,21.3,"Yes",2.8
"Legacy IntelA Processors","Desktop",107,65,84,2,42,95,8,21,"No",3.2
"Legacy IntelA Processors","Desktop",407,180,307,4,2562,13.2,64,59.7,"No",0.5
"Legacy IntelA Processors","Desktop",302,130,3692,4,2562,31.2,8,17.1,"No",1.4
"Legacy IntelA Processors","Desktop",104,90,134,8,12,89,8,10.66,"Yes",2.8
"Legacy IntelA Processors","Desktop",105,90,107,2,22,84,8,17.1,"Yes",3.4
"Legacy IntelA Processors","Desktop",305,90,161,4,12,84,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Desktop",204,130,1100,4,5122,61.5,144,25.6,"No",2.53
"Legacy IntelA Processors","Desktop",306,130,1100,4,5122,38,16,21,"No",1.6
"Legacy IntelA Processors","Mobile",109,180,3692,4,2562,21.5,144,25.6,"No",0.65
"Legacy IntelA Processors","Mobile",111,130,3587,4,5122,22,144,25.6,"No",1.26
"Legacy IntelA Processors","Mobile",209,130,3692,4,5122,70,384,51.2,"Yes",3.06
"Legacy IntelA Processors","Mobile",204,90,281,4,12,88,16.38,21,"Yes",3.46
"Legacy IntelA Processors","Mobile",408,130,1850,4,5122,35,16,21.3,"No",2.4
"Legacy IntelA Processors","Desktop",312,32,64,2,3,65,32,17,"No",2.9
"Legacy IntelA Processors","Mobile",112,32,74,2,23,35,16,21.3,"No",2.3
"Legacy IntelA Processors","Mobile",411,32,107,2,23,17,16,21.3,"No",1.3
"Legacy IntelA Processors","Mobile",111,32,52,2,3,35,8,17.1,"No",2.27
"Legacy IntelA Processors","Mobile",204,90,1223,4,2562,11.6,384,38.4,"No",0.3
"Legacy IntelA Processors","Desktop",208,250,3692,4,5122,15.7,144,25.6,"No",0.2
"Legacy IntelA Processors","Desktop",208,45,413,4,5122,37.9,144,25.6,"Yes",0.2
"Legacy IntelA Processors","Desktop",207,65,41,1,5122,20.6,8,12.8,"No",0.333
"Legacy IntelA Processors","Desktop",111,32,42,2,3,73,16.38,17,"No",2.93
"Legacy IntelA Processors","Desktop",309,45,64,2,2,65,8.79,17.1,"No",2.93
"Legacy IntelA Processors","Desktop",407,65,161,4,12,65,16,21,"No",2.2
"Legacy IntelA Processors","Mobile",407,65,153,4,12,35,16,17,"No",1.46
"Legacy IntelA Processors","Mobile",107,130,856,4,12,24.5,16,21.3,"No",1.5
"Legacy IntelA Processors","Desktop",109,250,1100,2,5122,25.3,384,85,"No",0.45
"Legacy IntelA Processors","Desktop",106,90,119,8,12,89,16,21,"Yes",2.8
"Legacy IntelA Processors","Desktop",305,130,1100,4,2562,29.9,64,68,"No",1.33
"Legacy IntelA Processors","Desktop",106,65,178,2,42,95,128,85,"No",3
"Legacy IntelA Processors","Desktop",205,90,423,4,22,130,24,25.6,"No",3.2
"Legacy IntelA Processors","Desktop",110,130,1980,4,5122,69.7,128,85,"Yes",2.8
"Legacy IntelA Processors","Desktop",106,65,82,2,22,86,8,17.1,"Yes",3.2
"Legacy IntelA Processors","Desktop",405,90,37,2,12,84,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Desktop",208,180,1850,4,2562,61,128,85,"No",1.6
"Legacy IntelA Processors","Mobile",307,180,3587,4,5122,34.5,16,85,"No",0.6
"Legacy IntelA Processors","Mobile",109,130,1850,4,5122,22,144,25.6,"No",1.2
"Legacy IntelA Processors","Mobile",204,130,1850,4,5122,68.4,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Mobile",107,90,32,2,12,88,16,17,"Yes",3.33
"Legacy IntelA Processors","Mobile",206,130,856,4,5122,35,16.38,21,"No",2.5
"Legacy IntelA Processors","Mobile",212,32,107,2,2,35,16,21.3,"No",2.4
"Legacy IntelA Processors","Desktop",312,32,64,2,3,35,32,17,"No",2.5
"Legacy IntelA Processors","Mobile",112,32,74,2,23,17,16.38,21.3,"No",1.4
"Legacy IntelA Processors","Mobile",310,32,86,2,3,35,8,17.1,"No",2.13
"Legacy IntelA Processors","Mobile",308,45,32,2,5122,9.8,64,85,"Yes",0.8
"Legacy IntelA Processors","Mobile",306,45,58,2,5122,10.3,8,12.8,"Yes",0.266
"Legacy IntelA Processors","Desktop",111,130,1980,4,5122,13.1,144,25.6,"No",0.166
"Legacy IntelA Processors","Desktop",205,65,161,4,542.32629249889,65,384,85,"No",0.09
"Legacy IntelA Processors","Desktop",415,45,156,4,2562,35,256,85,"No",0.2
"Legacy IntelA Processors","Desktop",106,65,161,4,5122,27.1,8,17.1,"No",0.45
"Legacy IntelA Processors","Desktop",407,130,1177,4,5122,21.5,128,68,"No",0.3
"Legacy IntelA Processors","Desktop",110,32,42,2,3,73,16.38,17,"No",2.8
"Legacy IntelA Processors","Desktop",108,45,74,2,22,65,8,17.1,"No",2.93
"Legacy IntelA Processors","Desktop",109,45,67,2,22,65,16.38,17,"No",2.7
"Legacy IntelA Processors","Mobile",308,45,72,2,12,35,8,17.1,"No",2.1
"Legacy IntelA Processors","Desktop",307,65,75,2,12,65,16.38,21,"No",2
"Legacy IntelA Processors","Desktop",305,90,64,2,12,84,16.38,17,"Yes",2.8
"Legacy IntelA Processors","Mobile",207,65,60,2,12,31,8,10.6,"No",1.86
"Legacy IntelA Processors","Mobile",204,90,125,4,22,7.5,2,6.4,"No",1.5
"Legacy IntelA Processors","Mobile",203,130,3692,4,12,24.5,16.38,21,"No",1.6
"Legacy IntelA Processors","Desktop",107,130,3692,4,2562,29.9,8,85,"No",1.2
"Legacy IntelA Processors","Desktop",306,65,74,2,42,95,128,85,"No",3
"Legacy IntelA Processors","Desktop",205,90,316,4,22,130,24,25.6,"No",3
"Legacy IntelA Processors","Desktop",105,90,52,2,22,84,144,25.6,"Yes",3.2
"Legacy IntelA Processors","Desktop",205,90,163,4,12,84,16,17,"Yes",2.66
"Legacy IntelA Processors","Desktop",102,130,3692,4,5122,59.8,144,25.6,"No",2.4
"Legacy IntelA Processors","Desktop",107,180,307,4,2562,57.8,144,25.6,"No",1.5
"Legacy IntelA Processors","Mobile",206,180,1980,4,2562,16.8,384,68,"No",0.5
"Legacy IntelA Processors","Mobile",304,130,856,4,5122,21.8,64,68,"No",1.13
"Legacy IntelA Processors","Mobile",100,130,3692,4,5122,66.1,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Mobile",205,130,307,4,5122,35,144,85,"No",2.6
"Legacy IntelA Processors","Mobile",104,90,107,2,12,88,16.6,21.3,"Yes",3.2
"Legacy IntelA Processors","Mobile",312,32,75,2,2,17,16.38,21.3,"No",1.5
"Legacy IntelA Processors","Mobile",310,32,107,2,3,35,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",111,32,11.77,2,3,18,8,12.8,"No",1.33
"Legacy IntelA Processors","Desktop",111,65,1059,4,542.32629249889,104,2.05,51.2,"Yes",0.15
"Legacy IntelA Processors","Desktop",110,90,1223,4,542.32629249889,103,1.54,51.2,"Yes",0.15
"Legacy IntelA Processors","Desktop",107,45,213,4,542.32629249889,95,8,17.1,"No",0.075
"Legacy IntelA Processors","Desktop",308,45,179,4,12,44,8,17.1,"No",0.2
"Legacy IntelA Processors","Desktop",211,45,287,2,2562,31.7,8,17.1,"No",0.18
"Legacy IntelA Processors","Desktop",110,250,3587,4,5122,24.3,384,85,"No",0.4
"Legacy IntelA Processors","Desktop",100,250,3692,4,5122,16.8,144,25.6,"No",0.266
"Legacy IntelA Processors","Mobile",100,130,307,4,2562,10.3,144,25.6,"No",0.266
"Legacy IntelA Processors","Desktop",311,32,37,2,3,73,16.38,17,"No",2.8
"Legacy IntelA Processors","Mobile",408,65,225,4,12,35,16.38,21,"No",2.16
"Legacy IntelA Processors","Desktop",108,45,64,2,22,65,8,17.1,"No",2.6
"Legacy IntelA Processors","Mobile",207,65,2.54,2,12,31,16.38,17,"No",1.73
"Legacy IntelA Processors","Desktop",306,65,163,4,12,65,8,17.1,"No",1.8
"Legacy IntelA Processors","Desktop",106,65,999,4,42,130,24,25.6,"Yes",3.73
"Legacy IntelA Processors","Mobile",207,130,3692,4,12,24.5,16.6,25.6,"No",1.7
"Legacy IntelA Processors","Desktop",100,130,1177,4,2562,29.1,8,85,"No",1.13
"Legacy IntelA Processors","Desktop",203,180,1980,4,2562,33,8,17.1,"No",1.1
"Legacy IntelA Processors","Desktop",106,65,177,2,42,95,128,85,"No",2.8
"Legacy IntelA Processors","Desktop",205,90,74,2,22,95,16,21.3,"No",2.8
"Legacy IntelA Processors","Desktop",102,130,3692,4,5122,69,384,68,"Yes",2.6
