"Product_Collection","Vertical_Segment","Age","Lithography","Recommended_Customer_Price","nb_of_Threads","Cache","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Intel_Hyper_Threading_Technology_","Processor_Base_Frequency"
"IntelA Processors","Server",213,22,1881,52,302,245,8,352,"Yes",1.05
"IntelA Processors","Server",213,22,4616,52,30.52,300,16,352,"Yes",1.24
"IntelA Processors","Server",213,22,5448,56,30.52,300,16,352,"Yes",1.24
"IntelA Processors","Server",114,22,4394,52,30.52,270,16,352,"Yes",1.24
"IntelA Processors","Server",214,22,4394,56,30.52,300,16,352,"Yes",1.24
"IntelA Processors","Server",416,14,3213,56,362,245,384,115.2,"Yes",1.5
"IntelA Processors","Server",416,14,2591,52,342,230,384,115.2,"Yes",1.4
"IntelA Processors","Server",216,14,2436,56,342,215,384,115.2,"Yes",1.4
"IntelA Processors","Server",416,14,2147,56,322,230,384,115.2,"Yes",1.3
"IntelA Processors","Server",216,14,1992,56,322,215,384,115.2,"Yes",1.3
"IntelA Processors","Server",416,14,2036,52,322,230,384,102,"Yes",1.3
"IntelA Processors","Server",216,14,1881,56,322,215,384,102,"Yes",1.3
"IntelA Processors","Server",217,32,3750,8,32,170,1.54,85,"Yes",2.53
"IntelA Processors","Server",217,32,2650,16,24,170,768,51.2,"Yes",2.13
"IntelA Processors","Server",217,32,1350,8,20,130,768,51.2,"Yes",1.73
"IntelA Processors","Server",412,32,2650,16,24,170,64,34.1,"Yes",2.13
"IntelA Processors","Server",412,32,3750,8,32,170,384,68,"Yes",2.4
"IntelA Processors","Server",412,32,4650,16,32,170,24,34.1,"Yes",2.53
"IntelA Processors","Server",211,32,774,12,18,105,1.02,51.2,"Yes",1.73
"IntelA Processors","Server",114,22,2059,24,24,105,1.54,68,"Yes",2.3
"IntelA Processors","Server",215,22,1223,16,20,115,1.54,85,"Yes",2
"IntelA Processors","Server",216,14,1223,16,20,115,3.07,85,"Yes",2.1
"IntelA Processors","Server",317,14,494,6,8.253,85,768,59,"No",1.7
"Legacy IntelA Processors","Desktop",107,65,107,1,5122,65,16,21,"No",3.6
"IntelA Processors","Mobile",113,22,75,2,2,35,32,25.6,"No",1.8
"IntelA Processors","Embedded",114,22,86,2,2,37,32,25.6,"No",2.2
"IntelA Processors","Desktop",113,22,64,2,3,55,32,21,"No",2.8
"IntelA Processors","Server",415,14,103,2,3,20,128,37.5,"No",1.2
"Legacy IntelA Processors","Mobile",411,32,378,8,8,55,32,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",214,22,281,4,3,11.5,16,25.6,"Yes",1.6
"4th - 6th Generations","Desktop",213,22,243,4,6,84,32,25.6,"No",3.4
"4th - 6th Generations","Mobile",314,22,426,4,4,28,16,25.6,"Yes",3
"4th - 6th Generations","Mobile",314,14,426,4,4,4.5,16,25.6,"Yes",0.8
"4th - 6th Generations","Mobile",314,14,281,4,4,4.5,16,25.6,"Yes",0.8
"4th - 6th Generations","Mobile",115,14,281,4,3,15,16,25.6,"Yes",2.2
"4th - 6th Generations","Mobile",115,14,315,4,3,15,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",115,14,315,4,3,28,16,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",115,14,315,4,3,28,16,25.6,"Yes",2.9
"4th - 6th Generations","Mobile",115,14,281,4,3,15,16,25.6,"Yes",2.3
"4th - 6th Generations","Mobile",215,14,289,4,4,47,32,25.6,"Yes",3.1
"4th - 6th Generations","Mobile",115,14,315,4,3,15,16,25.6,"Yes",1.8
"4th - 6th Generations","Desktop",215,14,244,4,4,65,32,29.86,"No",2.8
"4th - 6th Generations","Desktop",215,14,120,4,4,65,32,25.6,"No",3.1
"4th - 6th Generations","Mobile",115,14,275,4,3,15,16,25.6,"Yes",2
"4th - 6th Generations","Desktop",215,14,265,4,4,65,32,29.86,"No",3.1
"4th - 6th Generations","Mobile",115,14,281,4,3,15,16,25.6,"Yes",2.1
"4th - 6th Generations","Mobile",115,14,275,4,3,15,16,25.6,"Yes",2.1
"4th - 6th Generations","Mobile",115,14,281,4,3,15,16,25.6,"Yes",2.2
"4th - 6th Generations","Mobile",115,14,315,4,3,28,16,25.6,"Yes",2.5
"4th - 6th Generations","Mobile",414,14,281,4,4,4.5,16,25.6,"Yes",0.8
"4th - 6th Generations","Mobile",414,14,281,4,4,4.5,16,25.6,"Yes",0.9
"4th - 6th Generations","Mobile",414,14,281,4,4,4.5,16,25.6,"Yes",1.1
"4th - 6th Generations","Mobile",314,14,250,4,4,4.5,16,25.6,"Yes",1.1
"4th - 6th Generations","Mobile",414,14,281,4,4,4.5,16,25.6,"Yes",1.2
"4th - 6th Generations","Mobile",313,22,426,4,4,28,16,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",313,22,426,4,4,15,16,25.6,"Yes",1.5
"4th - 6th Generations","Mobile",214,22,393,4,4,15,16,25.6,"Yes",2
"4th - 6th Generations","Mobile",313,22,393,4,4,15,16,25.6,"Yes",1.8
"4th - 6th Generations","Mobile",313,22,426,4,4,15,16,25.6,"Yes",1.7
"4th - 6th Generations","Mobile",313,22,393,4,4,11.5,16,25.6,"Yes",1.7
"4th - 6th Generations","Mobile",114,22,225,4,4,37,32,25.6,"Yes",3
"4th - 6th Generations","Mobile",313,22,393,4,4,15,16,25.6,"Yes",2.1
"4th - 6th Generations","Mobile",413,22,346,4,4,37,32,25.6,"Yes",2.9
"4th - 6th Generations","Desktop",214,22,303,8,8,45,32,25.6,"Yes",2.7
"4th - 6th Generations","Desktop",214,22,568,8,8,65,32,25.6,"Yes",3.2
"4th - 6th Generations","Desktop",214,22,623,8,8,84,32,25.6,"Yes",3.6
"4th - 6th Generations","Desktop",214,22,303,8,8,35,32,25.6,"Yes",2.2
"4th - 6th Generations","Desktop",313,22,348,8,8,84,32,25.6,"Yes",3.5
"4th - 6th Generations","Embedded",213,22,303,8,8,45,32,25.6,"Yes",2.3
"4th - 6th Generations","Desktop",213,22,303,8,8,45,32,25.6,"Yes",2.5
"4th - 6th Generations","Desktop",213,22,378,8,8,65,32,25.6,"Yes",3.1
"4th - 6th Generations","Desktop",213,22,358,8,6,65,32,25.6,"Yes",3.2
"4th - 6th Generations","Desktop",213,22,378,8,8,84,32,25.6,"Yes",3.4
"4th - 6th Generations","Desktop",213,22,303,8,8,35,32,25.6,"Yes",2
"4th - 6th Generations","Desktop",213,22,409,8,8,84,32,25.6,"Yes",3.5
"4th - 6th Generations","Desktop",214,22,623,8,8,88,32,25.6,"Yes",4
"4th - 6th Generations","Mobile",314,22,434,8,6,47,32,25.6,"Yes",2.2
"4th - 6th Generations","Mobile",214,22,434,8,6,47,32,25.6,"Yes",2.1
"4th - 6th Generations","Mobile",313,22,434,8,6,47,32,25.6,"Yes",2
"4th - 6th Generations","Mobile",115,22,378,8,6,37,32,25.6,"Yes",2.4
"4th - 6th Generations","Mobile",115,22,378,8,6,47,32,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",214,22,378,8,6,37,32,25.6,"Yes",2.3
"4th - 6th Generations","Mobile",214,22,378,8,6,37,32,25.6,"Yes",2.3
"4th - 6th Generations","Mobile",214,22,378,8,6,47,32,25.6,"Yes",2.5
"4th - 6th Generations","Mobile",214,22,378,8,6,47,32,25.6,"Yes",2.5
"4th - 6th Generations","Mobile",213,22,378,8,6,37,32,25.6,"Yes",2.2
"4th - 6th Generations","Mobile",213,22,303,8,6,37,32,25.6,"Yes",2.2
"4th - 6th Generations","Embedded",114,22,459,8,8,27,32,25.6,"Yes",2
"4th - 6th Generations","Mobile",213,22,378,8,6,47,32,25.6,"Yes",2.4
"4th - 6th Generations","Mobile",213,22,378,8,6,47,32,25.6,"Yes",2.4
"4th - 6th Generations","Embedded",213,22,378,8,6,47,32,25.6,"Yes",2.4
"4th - 6th Generations","Embedded",114,22,459,8,8,43,32,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",314,22,434,8,6,47,32,25.6,"Yes",2.5
"4th - 6th Generations","Mobile",114,22,434,8,6,47,32,25.6,"Yes",2.4
"4th - 6th Generations","Mobile",313,22,434,8,6,47,32,25.6,"Yes",2.3
"4th - 6th Generations","Mobile",114,22,378,8,6,47,32,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",213,22,380,8,6,47,32,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",314,22,623,8,6,47,32,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",413,22,623,8,6,47,32,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",313,22,623,8,6,47,32,25.6,"Yes",2.4
"4th - 6th Generations","Mobile",114,22,409,8,8,47,32,25.6,"Yes",2.9
"4th - 6th Generations","Mobile",213,22,570,8,8,47,32,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",313,22,315,4,3,28,16,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",314,22,315,4,3,28,16,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",214,22,315,4,3,15,16,25.6,"Yes",1.4
"4th - 6th Generations","Mobile",313,22,315,4,3,28,16,25.6,"Yes",2.4
"4th - 6th Generations","Mobile",313,22,315,4,3,15,16,25.6,"Yes",1.3
"4th - 6th Generations","Mobile",214,22,281,4,3,11.5,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.5
"4th - 6th Generations","Mobile",214,22,281,4,3,15,16,25.6,"Yes",1.7
"4th - 6th Generations","Mobile",214,22,225,4,3,37,32,25.6,"Yes",2.6
"4th - 6th Generations","Mobile",314,22,225,4,3,47,32,25.6,"Yes",2.9
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.4
"4th - 6th Generations","Mobile",313,22,281,4,3,15,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",413,22,225,4,3,37,32,25.6,"Yes",2.5
"4th - 6th Generations","Mobile",114,22,281,4,3,15,16,25.6,"Yes",1.5
"4th - 6th Generations","Mobile",413,22,225,4,3,47,32,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",313,22,315,4,3,15,16,25.6,"Yes",1.4
"4th - 6th Generations","Mobile",114,22,266,4,3,37,32,25.6,"Yes",2.9
"4th - 6th Generations","Mobile",413,22,266,4,3,37,32,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",114,22,281,4,3,15,16,25.6,"Yes",2
"4th - 6th Generations","Mobile",114,22,315,4,3,37,32,25.6,"Yes",2.7
"4th - 6th Generations","Mobile",314,22,315,4,3,28,16,25.6,"Yes",2.8
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",313,22,281,4,3,15,16,25.6,"Yes",1.9
"4th - 6th Generations","Mobile",413,22,250,4,3,37,32,25.6,"Yes",2.6
"4th - 6th Generations","Desktop",213,22,200,4,6,84,32,25.6,"No",3
"4th - 6th Generations","Desktop",313,22,117,4,6,84,32,25.6,"No",3.1
"4th - 6th Generations","Desktop",313,22,184,4,6,65,32,25.6,"No",2.8
"4th - 6th Generations","Desktop",213,22,182,4,6,65,32,25.6,"No",2.7
"4th - 6th Generations","Desktop",214,22,232,4,6,84,32,25.6,"No",3.2
"4th - 6th Generations","Desktop",214,22,182,4,6,65,32,25.6,"No",2.9
"4th - 6th Generations","Desktop",214,22,182,4,6,35,32,25.6,"No",1.9
"4th - 6th Generations","Embedded",313,22,266,4,3,37,16,25.6,"Yes",2.7
"4th - 6th Generations","Embedded",313,22,266,4,3,25,16,25.6,"Yes",1.6
"4th - 6th Generations","Embedded",114,22,324,4,4,27,32,25.6,"Yes",2.5
"4th - 6th Generations","Embedded",214,22,266,4,3,37,16,25.6,"Yes",2.9
"4th - 6th Generations","Embedded",214,22,266,4,3,25,16,25.6,"Yes",1.8
"4th - 6th Generations","Desktop",214,22,192,4,6,35,32,25.6,"No",2
"4th - 6th Generations","Desktop",214,22,225,4,6,65,32,25.6,"No",3
"4th - 6th Generations","Desktop",214,22,182,4,6,84,32,25.6,"No",3.3
"4th - 6th Generations","Embedded",213,22,192,4,4,35,32,25.6,"Yes",2.7
"4th - 6th Generations","Desktop",213,22,117,4,4,35,32,25.6,"Yes",2.9
"4th - 6th Generations","Desktop",213,22,132,4,6,65,32,25.6,"No",2.9
"4th - 6th Generations","Desktop",213,22,255,4,4,65,32,25.6,"No",2.7
"4th - 6th Generations","Desktop",213,22,138,4,6,84,32,25.6,"No",3.2
"4th - 6th Generations","Desktop",214,22,213,4,6,45,32,25.6,"No",2.5
"4th - 6th Generations","Desktop",214,22,317,4,6,65,32,25.6,"No",3.2
"4th - 6th Generations","Desktop",214,22,213,4,6,88,32,25.6,"No",3.5
"4th - 6th Generations","Desktop",214,22,179,4,6,84,32,25.6,"No",3.5
"4th - 6th Generations","Desktop",213,22,213,4,6,45,32,25.6,"No",2.3
"4th - 6th Generations","Desktop",213,22,276,4,4,65,32,25.6,"No",3
"4th - 6th Generations","Desktop",213,22,213,4,6,65,32,25.6,"No",3.1
"4th - 6th Generations","Desktop",213,22,117,4,6,84,32,25.6,"No",3.4
"Legacy IntelA Processors","Mobile",209,45,75,1,3,5.5,16.38,21.3,"No",1.3
"Legacy IntelA Processors","Mobile",199,65,275,4,22,31,8,17.1,"No",1.73
"Legacy IntelA Processors","Mobile",106,65,315,4,22,27,16.38,21,"No",1.66
"Legacy IntelA Processors","Mobile",208,65,42,1,22,31,8,21,"No",1.86
"Legacy IntelA Processors","Mobile",107,65,29,1,22,27,8,17.1,"No",1.83
"Legacy IntelA Processors","Mobile",109,65,42,1,22,6,8,10.6,"No",1.06
"Legacy IntelA Processors","Mobile",204,65,47,1,22,6,8,10.6,"No",1.2
"Legacy IntelA Processors","Mobile",209,65,68,1,22,5.5,2,5.3,"No",1.33
"Legacy IntelA Processors","Mobile",307,65,42,1,12,5.5,1,12.8,"No",1.06
"Legacy IntelA Processors","Mobile",307,65,75,1,12,5.5,2,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",209,45,134,2,32,5.5,1.54,85,"No",1.4
"Legacy IntelA Processors","Mobile",308,45,281,1,32,5.5,8,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",204,65,393,4,22,9,384,42.6,"No",1.06
"Legacy IntelA Processors","Mobile",106,65,107,2,22,9,8,6.4,"No",1.2
"Legacy IntelA Processors","Mobile",306,65,393,4,22,10,4,12.8,"No",1.06
"Legacy IntelA Processors","Mobile",306,65,95,2,22,10,8,12.8,"No",1.06
"Legacy IntelA Processors","Mobile",207,65,107,2,22,10,8,10.6,"No",1.2
"Legacy IntelA Processors","Mobile",316,65,72,2,22,10,8,12.8,"No",1.2
"Legacy IntelA Processors","Mobile",108,65,52,2,22,10,2,10.6,"No",1.33
"Legacy IntelA Processors","Mobile",106,65,64,2,22,31,8,17.1,"No",1.6
"Legacy IntelA Processors","Mobile",302,65,72,2,22,31,16.38,17,"No",1.73
"Legacy IntelA Processors","Mobile",204,65,134,4,22,31,16,21.3,"No",1.66
"Legacy IntelA Processors","Mobile",107,65,12.85,2,22,31,16,17,"No",1.66
"Legacy IntelA Processors","Mobile",106,65,253,4,22,31,8,17.1,"No",1.86
"Legacy IntelA Processors","Mobile",302,65,107,2,22,31,16,21,"No",1.83
"Legacy IntelA Processors","Mobile",106,65,225,4,22,31,8,21,"No",2
"Legacy IntelA Processors","Mobile",106,65,29,2,22,31,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",106,65,42,2,22,31,16,17,"No",2.16
"Legacy IntelA Processors","Mobile",407,65,281,2,22,34,8,17.1,"No",1.6
"Legacy IntelA Processors","Mobile",106,65,315,4,22,31,8,17.1,"No",2.33
"Legacy IntelA Processors","Mobile",407,65,42,2,22,35,16.38,21.3,"No",1.5
"Legacy IntelA Processors","Mobile",108,65,72,2,22,35,8,21,"No",1.4
"Legacy IntelA Processors","Mobile",308,65,86,2,22,34,8,17.1,"No",1.73
"Legacy IntelA Processors","Mobile",108,65,75,2,22,35,8,17.1,"No",1.66
"Legacy IntelA Processors","Mobile",307,65,64,2,22,35,8,21,"No",1.6
"Legacy IntelA Processors","Mobile",307,65,134,4,22,34,16.6,21.3,"No",1.66
"Legacy IntelA Processors","Mobile",308,65,275,4,22,35,16.38,21.3,"No",1.83
"Legacy IntelA Processors","Mobile",307,65,225,4,22,34,8,21,"No",1.83
"Legacy IntelA Processors","Mobile",208,65,315,4,22,35,144,25.6,"No",1.8
"Legacy IntelA Processors","Mobile",108,65,111,2,22,35,16.6,21.3,"No",2
"Legacy IntelA Processors","Mobile",408,65,138,4,22,35,8.79,17.1,"No",2
"Legacy IntelA Processors","Mobile",207,65,107,2,22,35,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",109,45,72,2,22,35,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",209,45,275,4,22,35,8,17.1,"No",2.1
"Legacy IntelA Processors","Mobile",109,45,221,4,22,35,16,21,"No",2.2
"Legacy IntelA Processors","Mobile",309,45,93,2,22,35,8,21,"No",2.2
"4th - 6th Generations","Mobile",214,22,281,4,3,15,16,25.6,"Yes",1.9
"4th - 6th Generations","Mobile",214,22,275,4,3,15,16,25.6,"Yes",1.9
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.5
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.5
"4th - 6th Generations","Mobile",313,22,281,4,3,11.5,16,25.6,"Yes",1.3
"4th - 6th Generations","Mobile",313,22,281,4,3,15,16,25.6,"Yes",1.7
"4th - 6th Generations","Mobile",313,22,275,4,3,15,16,25.6,"Yes",1.7
"4th - 6th Generations","Mobile",413,22,225,4,3,37,32,25.6,"Yes",2.4
"4th - 6th Generations","Desktop",313,22,117,4,3,54,32,25.6,"Yes",3.4
"Legacy IntelA Processors","Mobile",207,65,42,2,22,35,8,17.1,"No",1.8
"4th - 6th Generations","Desktop",313,22,117,4,3,35,32,25.6,"Yes",2.9
"Legacy IntelA Processors","Mobile",307,65,417,4,42,34,16,21,"No",2
"Legacy IntelA Processors","Mobile",307,65,161,4,22,35,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",207,65,134,4,42,35,8,17.1,"No",2
"Legacy IntelA Processors","Mobile",306,65,213,4,42,34,16.38,21,"No",2.16
"Legacy IntelA Processors","Mobile",306,65,315,4,42,35,8,17.1,"No",2.2
"Legacy IntelA Processors","Mobile",307,65,42,2,42,34,16,21,"No",2.33
"Legacy IntelA Processors","Mobile",207,65,281,4,42,35,16.38,21,"No",2.4
"Legacy IntelA Processors","Mobile",108,45,346,4,32,35,384,85,"No",2.1
"Legacy IntelA Processors","Mobile",108,45,393,4,32,35,8.79,21,"No",2.4
"Legacy IntelA Processors","Mobile",307,65,20,2,42,35,64.45,68,"No",2.6
"Legacy IntelA Processors","Mobile",108,45,60,2,62,35,8,17.1,"No",2.5
"Legacy IntelA Processors","Mobile",308,45,417,4,62,35,64.23,85,"No",2.53
"Legacy IntelA Processors","Mobile",108,45,426,4,62,35,8,17.1,"No",2.6
"Legacy IntelA Processors","Mobile",408,45,364,4,62,35,8,17.1,"No",2.66
"Legacy IntelA Processors","Mobile",308,45,107,2,62,35,8,17.1,"No",2.8
"Legacy IntelA Processors","Mobile",408,45,346,4,62,35,64,68,"No",2.93
"Legacy IntelA Processors","Mobile",209,45,315,4,62,35,144,85,"No",3.06
"Legacy IntelA Processors","Mobile",308,45,245,4,32,10,64,68,"No",1.2
"Legacy IntelA Processors","Mobile",308,45,393,4,32,10,8,12.8,"No",1.4
"Legacy IntelA Processors","Mobile",109,45,13.39,2,32,10,1,6.4,"No",1.6
"Legacy IntelA Processors","Mobile",308,45,247,4,62,25,8,17.1,"No",2.26
"Legacy IntelA Processors","Mobile",308,45,393,4,62,25,64,85,"No",2.4
"Legacy IntelA Processors","Mobile",109,45,37,2,62,25,16,25,"No",2.53
"4th - 6th Generations","Desktop",214,22,117,4,3,54,32,25.6,"Yes",3.5
"4th - 6th Generations","Desktop",214,22,117,4,3,35,32,25.6,"Yes",3
"4th - 6th Generations","Desktop",314,22,117,4,3,54,32,25.6,"Yes",3.6
"4th - 6th Generations","Desktop",314,22,117,4,3,35,32,25.6,"Yes",3.1
"4th - 6th Generations","Desktop",115,22,117,4,3,54,32,25.6,"Yes",3.7
"4th - 6th Generations","Desktop",115,22,117,4,3,35,32,25.6,"Yes",3.2
"4th - 6th Generations","Mobile",313,22,315,4,3,28,16,25.6,"Yes",2
"4th - 6th Generations","Mobile",214,22,281,4,3,15,16,25.6,"Yes",2
"4th - 6th Generations","Embedded",214,22,225,4,3,25,32,25.6,"Yes",1.8
"4th - 6th Generations","Mobile",214,22,225,4,3,37,32,25.6,"Yes",2.6
"4th - 6th Generations","Embedded",214,22,225,4,3,37,32,25.6,"Yes",2.6
"4th - 6th Generations","Embedded",313,22,225,4,3,25,16,25.6,"Yes",1.6
"4th - 6th Generations","Mobile",413,22,225,4,3,37,32,25.6,"Yes",2.5
"4th - 6th Generations","Mobile",313,22,281,4,3,15,16,25.6,"Yes",1.8
"4th - 6th Generations","Embedded",313,22,225,4,3,37,16,25.6,"Yes",2.4
"4th - 6th Generations","Desktop",115,22,138,4,4,35,32,25.6,"Yes",3.3
"4th - 6th Generations","Desktop",314,22,117,4,4,54,32,25.6,"Yes",3.8
"4th - 6th Generations","Desktop",314,22,138,4,4,35,32,25.6,"Yes",3.2
"4th - 6th Generations","Desktop",214,22,250,4,4,54,32,25.6,"Yes",3.7
"4th - 6th Generations","Desktop",214,22,138,4,4,35,32,25.6,"Yes",3.1
"4th - 6th Generations","Desktop",214,22,177,4,4,54,32,25.6,"Yes",3.6
"4th - 6th Generations","Desktop",313,22,117,4,4,54,32,25.6,"Yes",3.6
"4th - 6th Generations","Embedded",313,22,122,4,4,35,32,25.6,"Yes",2.4
"4th - 6th Generations","Embedded",214,22,138,4,4,35,32,25.6,"Yes",2.6
"4th - 6th Generations","Desktop",313,22,138,4,4,35,32,25.6,"Yes",3
"Legacy IntelA Processors","Mobile",308,45,247,4,62,17,4,4.2,"No",1.8
"Legacy IntelA Processors","Mobile",308,45,247,4,62,17,2,10.6,"No",1.86
"Legacy IntelA Processors","Mobile",109,45,281,4,62,17,16,21.3,"No",2.13
"Legacy IntelA Processors","Mobile",308,45,42,2,62,17,8,6.4,"No",1.6
"Legacy IntelA Processors","Mobile",308,45,37,2,32,25,16,17,"No",2
"Legacy IntelA Processors","Mobile",408,45,107,2,32,25,16.38,21,"No",2
"Legacy IntelA Processors","Mobile",109,45,47,2,32,25,8,17.1,"No",2.13
"Legacy IntelA Processors","Mobile",309,45,134,2,32,25,16.38,21.3,"No",2.26
"Legacy IntelA Processors","Mobile",309,45,64,2,32,25,8,17.1,"No",2.26
"Legacy IntelA Processors","Mobile",308,45,52,2,32,25,8,17.1,"No",2.26
"Legacy IntelA Processors","Mobile",308,45,211,2,32,25,8,17.1,"No",2.4
"Legacy IntelA Processors","Mobile",408,45,29,2,32,25,8,17.1,"No",2.53
"Legacy IntelA Processors","Mobile",209,45,253,2,32,25,8,17.1,"No",2.66
"Legacy IntelA Processors","Mobile",308,45,364,4,62,25,8,17.1,"No",2.53
"Legacy IntelA Processors","Mobile",408,45,304,4,62,25,64,68,"No",2.66
"Legacy IntelA Processors","Mobile",209,45,346,4,62,28,8,17.1,"No",2.8
"Legacy IntelA Processors","Mobile",203,65,281,4,22,15,8,6.4,"No",1.83
"Legacy IntelA Processors","Mobile",204,65,42,2,22,15,2,12.8,"No",1.5
"Legacy IntelA Processors","Mobile",106,65,2.54,2,22,15,8,12.8,"No",1.66
"Legacy IntelA Processors","Mobile",107,65,393,4,42,17,4,12.8,"No",1.33
"Legacy IntelA Processors","Mobile",207,65,37,2,42,17,2,10.6,"No",1.4
"Legacy IntelA Processors","Mobile",306,65,281,1,42,17,128,85,"No",1.5
"Legacy IntelA Processors","Mobile",306,65,13.39,2,42,17,4,10.66,"No",1.6
"Legacy IntelA Processors","Mobile",307,65,134,1,42,17,64,85,"No",1.8
"Legacy IntelA Processors","Desktop",306,65,417,4,22,65,8,17.1,"No",1.8
"4th - 6th Generations","Desktop",313,22,63,4,4,54,32,25.6,"Yes",3.5
"Legacy IntelA Processors","Desktop",207,65,42,2,22,65,16.38,21.3,"No",2
"Legacy IntelA Processors","Desktop",307,65,134,4,22,65,8,17.1,"No",2.2
"Legacy IntelA Processors","Desktop",407,65,177,4,22,65,128,34.1,"No",2.4
"Legacy IntelA Processors","Desktop",108,65,1177,4,22,65,8,17.1,"No",2.6
"Legacy IntelA Processors","Desktop",306,65,178,4,22,65,8,17.1,"No",1.86
"Legacy IntelA Processors","Desktop",306,65,163,4,22,65,16.6,21.3,"No",2.13
"Legacy IntelA Processors","Desktop",207,65,95,2,42,65,16.38,21,"No",1.86
"Legacy IntelA Processors","Desktop",207,65,64,2,42,65,1.54,85,"No",2.13
"Legacy IntelA Processors","Desktop",307,65,247,4,42,65,8,21,"No",2.33
"Legacy IntelA Processors","Desktop",307,65,478,4,42,65,64,59.7,"No",2.33
"Legacy IntelA Processors","Desktop",306,65,75,2,42,65,8,17.1,"No",2.4
"Legacy IntelA Processors","Desktop",306,65,52,2,42,65,8,17.1,"No",2.66
"Legacy IntelA Processors","Desktop",307,65,64,2,42,65,8,17.1,"No",2.66
"Legacy IntelA Processors","Desktop",307,65,60,2,42,65,8,17.1,"No",3
"Legacy IntelA Processors","Desktop",208,45,403,4,32,65,128,85,"No",2.53
"Legacy IntelA Processors","Desktop",308,45,117,4,32,65,128,85,"No",2.66
"Legacy IntelA Processors","Desktop",108,45,134,4,32,65,16.38,21.3,"No",2.8
"Legacy IntelA Processors","Desktop",109,45,125,1,32,65,8,17.1,"No",2.93
"Legacy IntelA Processors","Desktop",209,45,147,4,32,65,8,17.1,"No",3.06
"Legacy IntelA Processors","Desktop",108,45,250,4,62,65,16.6,21,"No",2.66
"Legacy IntelA Processors","Desktop",108,45,117,4,62,65,8,17.1,"No",2.66
"Legacy IntelA Processors","Desktop",208,45,138,2,62,65,8,17.1,"No",2.83
"Legacy IntelA Processors","Desktop",108,45,440,4,62,65,144,25.6,"No",3
"Legacy IntelA Processors","Desktop",108,45,200,4,62,65,8,17.1,"No",3.16
"Legacy IntelA Processors","Desktop",308,45,285,2,62,65,16.38,17,"No",3.33
"Legacy IntelA Processors","Desktop",107,65,316,4,82,105,1.54,85,"No",2.4
"Legacy IntelA Processors","Desktop",307,65,316,4,82,105,64,85,"No",2.66
"Legacy IntelA Processors","Desktop",308,45,179,2,42,95,64,85,"No",2.33
"Legacy IntelA Processors","Desktop",109,45,232,4,42,65,16.38,21,"No",2.33
"Legacy IntelA Processors","Desktop",408,45,179,4,42,95,128,68,"No",2.5
"Legacy IntelA Processors","Desktop",209,45,179,4,42,95,8.79,17.1,"No",2.66
"Legacy IntelA Processors","Desktop",209,45,232,4,42,65,384,68,"No",2.66
"Legacy IntelA Processors","Mobile",109,45,364,4,62,45,144,32,"No",2
"Legacy IntelA Processors","Mobile",308,45,284,1,122,45,16,21,"No",2.26
"Legacy IntelA Processors","Desktop",108,45,200,4,62,95,1.54,85,"No",2.5
"Legacy IntelA Processors","Desktop",308,45,255,4,62,95,8,17.1,"No",2.66
"Legacy IntelA Processors","Desktop",109,45,254,4,62,65,16,21.3,"No",2.66
"Legacy IntelA Processors","Desktop",108,45,347,4,122,95,384,85,"No",2.66
"Legacy IntelA Processors","Desktop",309,45,213,1,62,95,8,17.1,"No",2.83
"Legacy IntelA Processors","Desktop",309,45,234,4,62,95,128,85,"No",2.83
